certify,approve,speccert,wouldyou,recert,subdisc,college,employ,workenv,workact,yearsmem
1,2,4,1,1,BI,P,E,A,R,2
1,1,1,1,1,BI,P,E,A,R,18
2,3,2,5,2,BI,P,E,A,R,4
5,5,1,3,2,QP,M,E,I,C,3
5,5,5,2,2,GV,P,E,G,P,1
5,5,5,2,5,BP,M,E,I,P,15
1,3,5,1,1,EN,M,E,I,P,1
5,3,5,5,5,PE,P,E,A,E,18
2,2,5,1,4,CE,P,E,A,E,10
5,5,5,5,5,BI,P,E,A,R,1
5,5,5,5,0,BI,P,E,A,C,12
5,5,5,5,5,SS,P,E,A,R,19
1,3,2,2,3,QP,M,E,I,C,5
5,5,5,1,2,CE,P,E,A,E,40
3,3,5,5,5,SS,P,E,A,E,15
5,5,5,5,5,BP,P,E,A,R,9
5,5,5,5,1,PE,P,E,A,E,25
5,5,5,1,5,SR,M,E,G,R,6
4,4,5,2,5,BE,M,E,I,P,5
3,3,5,1,5,BE,P,R,A,E,48
5,5,5,1,1,MR,P,E,I,P,10
5,5,5,4,5,PE,P,E,G,R,6
2,3,4,4,5,CE,P,E,A,E,2
2,3,5,5,5,MR,O,E,A,R,5
5,5,5,3,5,QP,P,E,I,P,18
5,4,5,2,2,BI,M,I,A,R,5
1,4,2,2,4,QP,M,E,I,P,2
1,1,2,1,2,SR,M,E,I,P,5
1,2,2,2,1,PE,M,E,I,P,4
5,5,5,2,5,QP,M,E,I,P,15
1,1,5,4,2,BI,P,E,A,R,12
2,5,5,2,5,QP,P,E,I,C,3
3,4,5,1,2,BI,B,E,A,O,3
5,5,5,5,5,BE,P,E,A,E,16
5,5,5,3,5,BP,M,E,I,C,3
4,4,2,3,2,BE,P,E,A,E,10
5,4,5,2,2,QP,P,E,A,R,14
1,1,1,4,5,PE,M,R,G,P,33
5,5,5,1,1,BE,P,E,I,R,13
1,3,2,5,1,BI,P,E,A,E,40
2,2,5,1,2,PE,P,E,A,R,32
5,5,5,2,4,BI,P,I,A,S,4
2,3,5,5,5,SR,P,E,A,E,13
4,4,5,1,0,PE,P,E,I,P,20
2,2,2,1,1,BE,M,E,I,C,2
5,5,5,5,5,PE,M,E,I,C,3
5,4,5,1,1,PE,P,E,A,R,3
5,5,5,5,3,PE,P,E,G,R,1
5,5,2,2,4,GV,P,E,G,R,6
2,1,2,5,4,BP,M,E,I,R,1
5,5,5,5,5,PE,M,E,I,C,1
5,5,5,5,5,EN,P,E,G,P,3
5,5,5,5,5,QP,M,E,I,P,1
1,1,5,1,1,TH,P,E,A,R,24
1,1,2,1,5,EN,P,U,A,E,1
5,5,5,5,1,PE,P,E,A,E,30
2,2,4,1,5,BP,M,E,I,P,6
1,1,5,1,1,QP,M,E,I,C,12
2,2,2,1,2,EN,P,E,A,R,4
5,5,5,5,5,BE,P,S,I,C,20
4,5,3,3,3,SR,P,E,G,R,40
3,4,4,5,5,CE,M,E,A,E,20
5,5,5,3,5,SR,P,E,I,C,10
4,3,5,2,5,QP,M,E,I,P,28
5,5,5,2,3,BE,P,S,I,C,26
1,2,1,1,4,BE,M,E,A,E,1
5,5,4,4,5,BI,P,E,G,C,6
5,3,5,5,5,BE,M,E,I,C,4
2,3,1,5,1,QP,M,R,G,R,35
5,5,5,4,3,PE,P,E,I,P,16
1,1,1,1,5,QP,M,E,I,R,3
4,4,1,4,1,PE,P,E,I,P,15
5,5,5,4,5,BI,M,E,G,R,29
2,2,4,1,3,BE,M,E,G,P,20
2,3,5,2,2,BE,M,E,I,C,5
2,5,5,2,1,BI,P,E,A,E,17
5,5,5,5,5,QP,M,E,I,P,15
3,3,5,5,5,MR,P,E,A,E,2
5,5,5,5,5,SS,P,E,A,R,10
2,4,5,4,5,CM,M,E,I,R,1
1,1,2,1,3,CE,P,E,A,E,13
5,5,5,5,1,BE,P,E,A,E,12
4,4,5,5,5,SS,P,E,A,E,20
3,5,5,2,2,SR,P,E,A,R,5
5,5,5,5,5,BI,P,E,A,R,25
1,1,2,1,5,BP,P,S,I,C,7
2,4,5,5,1,SS,P,E,A,E,18
5,5,5,5,1,SS,M,S,G,C,16
5,5,5,5,1,PE,P,E,A,R,26
1,2,3,1,5,BI,P,E,A,R,8
1,1,2,1,5,CM,M,I,A,S,6
5,5,5,5,5,SS,P,E,A,E,10
1,1,1,1,2,BE,M,E,A,E,5
5,5,5,5,2,QP,P,R,I,C,45
1,2,1,1,4,CE,P,E,A,C,28
1,1,1,1,1,SR,M,E,G,P,18
1,3,1,2,1,GV,M,E,G,R,11
5,3,5,5,5,BE,B,I,A,S,1
5,5,5,5,5,BI,M,I,G,R,2
2,3,5,2,5,BP,M,E,I,P,5
5,5,5,4,5,BP,M,I,A,S,2
2,2,2,4,2,QP,P,E,A,E,25
5,5,5,5,5,BI,P,E,I,P,22
1,1,2,1,2,MR,M,S,I,R,2
4,5,5,5,2,EN,P,E,A,E,7
2,2,4,2,1,QP,M,E,I,C,3
2,4,5,2,5,SS,M,E,A,R,1
1,3,5,2,5,BI,P,E,A,R,10
3,3,3,3,3,BI,P,E,A,R,20
5,5,5,5,5,BE,M,E,I,P,2
5,5,5,4,5,MR,M,E,I,P,5
2,2,3,1,1,BI,M,E,G,C,30
2,2,5,4,5,TH,P,E,A,E,1
5,5,5,3,5,BE,M,E,I,C,10
5,5,5,5,5,BP,M,E,I,R,10
2,2,3,2,3,BI,M,E,I,P,8
2,2,1,2,1,BP,P,E,I,C,10
1,2,5,1,1,BP,P,S,I,C,15
2,2,2,1,1,BP,M,E,I,R,2
5,5,5,5,5,BE,P,E,A,R,25
1,1,1,1,2,SR,P,E,I,C,19
2,3,5,1,4,BP,M,E,I,P,8
2,2,1,1,1,BP,P,E,I,R,20
1,1,2,2,1,PE,P,E,G,P,24
5,5,5,5,2,CE,M,E,A,E,4
1,1,1,1,2,BI,P,E,A,R,20
4,3,2,5,1,MR,B,E,I,R,2
1,2,1,1,2,QP,P,I,A,R,2
5,5,5,5,3,SS,P,E,A,E,2
2,2,1,1,1,SR,B,E,I,R,1
5,5,5,3,5,BI,M,E,G,P,8
5,5,5,4,2,SR,P,E,I,C,20
3,2,4,1,5,BI,M,E,I,P,1
5,5,5,5,5,BP,P,E,I,C,21
1,1,2,1,4,TH,M,E,A,C,1
1,1,1,1,1,BA,P,E,A,R,4
1,1,2,1,1,BI,P,E,A,R,24
1,2,3,2,2,BA,P,E,A,E,7
5,5,5,5,5,BE,P,E,A,E,50
5,2,3,2,5,PE,P,E,I,C,9
5,3,5,5,3,SS,P,E,A,R,1
1,1,2,1,5,PE,P,E,I,C,18
2,1,4,4,1,CM,M,E,A,R,20
5,5,5,2,5,TH,P,E,A,E,8
1,1,5,1,5,BI,P,E,A,R,15
1,2,5,1,2,BP,M,E,I,R,12
5,5,5,5,1,MR,M,S,I,C,20
5,5,5,5,5,SG,P,E,A,E,37
2,2,5,1,1,SR,M,E,I,C,20
1,1,2,1,5,SS,P,E,A,R,10
2,3,5,1,4,BI,P,E,A,R,10
2,2,4,2,5,PE,P,E,A,E,34
1,1,2,2,5,PE,M,I,A,S,1
5,5,5,5,5,BA,P,E,A,C,26
5,5,5,4,1,TH,P,S,A,P,20
2,3,1,1,4,QP,M,E,I,C,2
5,5,5,1,5,BP,P,E,I,P,12
1,1,2,1,1,BI,P,E,A,C,14
5,5,5,2,5,BP,M,U,A,C,8
5,5,5,5,5,BE,P,E,A,R,26
2,3,2,1,1,TH,P,E,A,E,1
4,4,2,4,5,BP,M,E,I,C,14
2,1,5,4,2,BI,P,E,A,P,18
5,5,4,4,2,BI,P,E,A,E,23
2,3,5,1,1,CM,P,E,A,E,4
2,3,2,3,3,TH,P,E,A,E,1
5,5,5,5,1,SS,P,E,A,R,1
1,1,5,1,2,PE,M,E,I,P,3
5,5,5,5,5,QP,M,E,I,C,3
5,5,5,5,5,CM,P,E,I,P,17
2,2,2,2,2,BI,P,E,A,C,20
1,1,5,1,2,BP,P,E,I,R,8
5,5,5,5,3,TH,M,E,I,R,2
5,5,5,5,2,BA,P,E,A,R,25
3,3,3,1,3,PE,M,E,I,P,16
1,2,5,1,2,BI,P,E,A,R,10
1,1,5,4,5,GV,P,E,A,E,7
2,1,5,2,2,CM,M,E,I,C,3
3,2,3,3,3,QP,P,E,A,R,22
2,3,3,1,2,EN,M,I,I,R,4
2,4,4,4,5,PE,M,E,G,P,26
4,5,2,4,3,GV,M,E,G,R,6
1,1,2,2,1,BI,P,E,A,E,25
1,2,2,1,5,BA,M,E,I,C,3
5,5,5,5,5,BI,P,E,I,C,21
3,4,5,2,1,EN,M,E,I,C,15
5,4,5,2,1,TH,M,E,A,E,4
1,1,5,1,5,BI,M,E,G,C,23
3,3,4,5,5,EN,P,R,A,R,30
4,2,2,2,5,QP,P,E,A,E,11
1,2,4,1,1,PE,P,E,A,R,17
5,5,5,5,5,BP,P,E,I,C,18
2,2,2,1,2,BE,M,I,A,S,5
4,4,3,4,2,BP,P,E,A,E,35
5,3,5,5,3,CM,M,E,G,R,19
3,3,3,3,3,GV,M,E,G,P,11
5,5,5,4,5,SR,B,E,G,P,20
5,5,5,5,5,BE,P,E,G,R,20
3,4,2,5,5,GV,P,R,G,P,50
1,3,5,2,5,BA,M,E,I,P,1
2,3,2,2,4,GV,M,E,G,P,18
2,2,1,4,5,QP,B,E,G,R,2
5,5,2,5,2,SS,P,E,G,P,5
2,2,1,1,1,BE,P,E,A,R,8
5,5,5,2,5,BE,P,E,A,E,1
1,0,2,1,2,QP,P,I,A,E,12
1,1,1,1,2,CE,P,E,A,E,31
1,1,4,1,2,QP,M,E,I,C,20
5,5,5,5,5,CM,B,E,G,P,14
2,3,3,2,2,BE,P,E,A,E,8
2,0,3,2,4,BE,P,E,A,E,1
1,1,2,5,1,BI,P,E,I,C,12
2,3,2,1,4,CM,P,E,A,E,12
5,5,5,5,5,PE,P,E,A,R,20
2,2,4,4,2,PE,M,E,I,C,25
1,2,5,1,1,BP,P,E,I,C,3
1,2,1,1,2,BI,P,E,I,R,5
4,2,5,2,4,CM,M,E,A,E,2
2,3,1,1,2,QP,P,R,A,E,2
5,5,5,5,5,SS,P,U,A,R,2
5,5,5,5,5,BI,M,E,A,P,8
5,5,5,1,3,BP,M,S,I,C,15
5,5,5,2,5,PE,M,E,I,P,17
5,4,5,2,2,BP,M,E,G,P,10
5,5,5,4,5,PE,P,E,I,C,21
2,3,1,1,3,BP,M,E,I,R,4
5,5,5,1,5,QP,P,E,I,C,20
2,2,4,2,5,PE,M,E,I,C,25
1,2,3,1,1,BI,P,E,I,P,20
5,4,3,3,3,BP,M,E,I,C,3
4,4,5,5,3,BP,P,E,I,P,23
5,5,5,5,5,BP,P,E,A,E,15
1,2,1,1,5,BI,M,I,A,S,2
1,1,1,1,1,SR,M,I,A,S,4
2,2,4,3,2,CM,M,E,I,P,10
5,5,5,4,2,BP,P,E,I,R,6
5,5,5,4,5,BI,M,I,A,S,1
5,3,5,5,1,BE,P,E,I,C,1
1,1,2,1,4,PE,M,S,I,C,34
1,2,1,2,5,BE,M,E,I,P,1
5,2,5,1,2,BP,M,E,I,R,15
5,5,5,5,5,BP,P,E,I,P,14
5,5,5,1,2,SS,P,E,A,R,15
2,4,5,3,5,GV,P,E,I,P,10
1,2,1,1,5,BI,P,R,G,C,39
2,3,2,2,5,CE,P,E,A,R,2
2,2,5,1,2,SR,M,E,I,C,18
4,3,5,5,4,BI,M,E,I,P,6
1,1,5,1,1,MR,P,S,I,P,6
1,3,3,5,1,GV,M,E,G,R,20
5,2,5,1,5,BI,P,E,A,E,10
3,2,1,2,2,BI,P,E,A,C,5
1,1,2,2,2,QP,P,E,I,C,15
1,2,5,5,5,PE,B,R,I,C,20
5,5,5,1,1,PE,P,E,A,E,20
2,4,2,1,2,PE,M,E,I,R,4
5,5,5,2,5,PE,M,E,I,P,20
5,5,5,2,1,BI,B,E,G,P,25
2,2,5,2,4,EN,P,E,A,R,10
5,5,2,4,5,GV,P,E,G,P,17
5,5,5,2,5,BI,M,E,G,R,2
2,4,5,2,2,BI,M,E,A,C,10
4,2,5,2,4,CE,P,E,G,R,15
5,5,5,5,3,CM,P,E,I,P,5
5,5,5,4,2,BI,P,E,G,C,15
5,5,3,2,5,BP,M,E,I,R,9
5,5,5,3,5,BI,P,E,A,R,20
5,5,0,0,0,QP,P,E,G,P,4
5,5,5,3,3,GV,P,E,G,R,6
3,3,3,5,3,BI,P,E,A,R,6
2,2,2,1,1,QP,P,E,I,P,3
5,5,5,5,0,BI,P,E,A,R,12
5,5,1,1,5,SR,P,E,G,R,15
5,3,5,4,1,CM,P,E,A,E,1
1,3,4,1,5,SS,P,S,I,C,7
3,3,3,4,5,MR,P,E,I,R,2
1,1,5,1,1,BI,M,E,I,C,22
2,5,2,1,2,BE,P,E,A,E,10
1,1,4,1,5,PE,P,E,I,R,26
2,2,2,1,2,BA,P,E,A,R,3
1,0,1,1,5,BI,M,E,I,P,2
2,2,4,1,3,SS,P,E,G,P,20
5,5,5,5,5,BP,B,E,A,E,3
3,3,5,2,3,PE,M,R,I,C,35
3,3,1,4,5,BI,M,E,A,R,9
2,2,5,1,5,GV,P,E,G,P,18
5,5,5,4,5,BE,M,E,I,R,24
2,3,2,4,4,CM,M,E,I,P,2
2,2,5,4,5,CE,M,E,A,E,4
5,5,5,5,3,BI,P,E,G,P,20
5,5,5,2,5,BI,P,E,A,R,8
1,1,4,1,2,QP,M,E,I,C,10
4,4,2,5,2,SR,M,E,I,R,10
5,5,5,5,1,BI,P,E,I,P,15
5,5,5,5,5,CM,P,E,A,E,24
5,0,5,0,5,GV,M,E,G,R,20
1,2,3,1,4,EN,M,S,I,C,28
5,3,2,5,1,EN,M,E,I,C,1
3,3,3,5,3,BE,M,R,G,P,42
4,4,5,5,5,BI,P,R,A,R,2
1,1,1,1,5,BP,M,E,I,P,20
2,3,4,2,2,BE,M,E,I,P,1
5,4,5,5,3,SS,P,E,G,P,40
5,5,5,4,1,GV,B,E,G,P,4
5,5,3,5,1,BI,P,E,A,R,16
5,4,5,3,3,BP,P,E,I,P,18
5,5,5,5,2,PE,P,R,A,E,14
2,2,2,1,4,CE,P,E,A,C,33
1,1,5,1,1,PE,P,E,A,R,15
2,2,5,4,3,QP,M,E,I,C,15
5,5,5,5,3,SP,P,E,A,E,2
4,4,5,5,5,GV,M,E,G,P,20
3,3,3,5,2,TH,M,E,A,E,1
1,1,1,1,2,QP,P,E,I,C,10
4,5,5,5,1,CE,P,E,A,R,30
5,5,3,4,5,BP,M,E,I,R,3
5,4,5,4,3,GV,P,E,G,E,12
5,5,5,5,3,BI,P,E,A,R,15
2,4,5,3,3,BI,M,E,A,R,9
2,2,3,2,1,CM,M,I,A,S,1
2,3,2,2,4,CM,P,E,I,R,30
5,5,5,1,5,PE,M,E,I,P,17
4,5,4,4,4,QP,P,E,I,C,18
1,1,2,1,2,BI,P,E,A,C,8
1,1,2,1,1,BI,P,E,A,E,15
1,3,4,2,1,BA,P,E,A,E,14
1,3,2,1,2,BA,P,E,A,R,6
5,5,5,5,5,PE,P,E,I,R,10
3,2,3,2,3,BA,P,E,A,E,10
5,5,5,5,5,BP,P,E,I,R,4
3,2,4,1,2,BP,P,E,I,P,10
1,1,5,5,5,PE,P,E,A,E,19
5,4,5,1,1,BI,P,E,A,E,24
1,1,2,1,1,BI,P,E,A,R,28
3,3,3,1,3,CM,P,E,A,R,12
5,5,5,5,5,CE,P,E,A,C,27
5,5,5,3,5,MR,P,E,I,P,12
1,3,5,1,5,BE,M,E,I,E,12
1,1,5,1,2,BI,M,I,A,S,2
2,2,5,2,5,BI,P,E,I,R,3
1,1,2,2,1,CE,B,I,A,S,2
2,3,2,1,1,BP,B,E,I,R,6
5,5,5,5,5,BP,M,E,I,P,13
1,3,1,2,3,BI,M,E,A,R,3
5,5,5,5,5,SR,M,R,I,R,55
5,5,1,2,1,SR,M,E,I,R,8
5,5,2,1,5,BI,P,E,G,C,12
5,5,5,4,5,QP,M,S,I,C,7
1,3,1,1,2,BE,M,E,I,C,5
2,2,4,1,2,BI,P,E,A,R,8
5,4,5,5,5,PE,N,E,I,R,6
1,1,2,4,2,QP,P,E,A,E,11
1,1,1,2,5,CM,P,S,I,P,20
2,2,5,2,3,BE,M,E,I,P,3
1,1,2,1,1,QP,P,E,I,P,20
1,2,2,1,2,BI,P,E,A,R,6
5,5,5,5,5,BA,P,E,A,R,10
1,2,2,1,1,BI,M,E,A,C,7
5,5,5,2,5,MR,M,E,I,P,7
5,5,5,5,5,BI,P,E,A,E,27
1,2,2,2,4,BI,P,E,A,C,3
2,1,2,1,1,CM,P,E,A,E,24
1,1,1,1,2,BI,P,E,I,C,8
4,5,5,4,5,QP,P,E,A,E,6
5,5,5,5,3,BI,P,E,A,E,25
2,2,2,2,4,PE,P,E,I,C,16
2,3,5,2,5,SS,P,E,A,R,3
5,3,1,2,5,SS,P,E,A,R,10
2,3,2,4,4,SS,P,E,G,R,10
5,5,5,5,5,BI,P,E,A,E,15
1,1,2,1,1,SS,M,E,G,P,3
5,3,1,2,4,SR,M,E,I,E,1
1,1,1,1,1,QP,B,E,I,P,3
1,1,5,1,5,BI,P,E,A,E,30
2,2,5,2,1,CM,P,E,A,R,15
5,5,1,1,2,SG,P,E,A,P,10
3,2,2,2,4,SS,B,S,I,P,2
1,1,2,1,4,GV,P,E,G,P,12
2,3,2,4,3,GV,P,E,G,R,5
5,2,5,1,5,CM,P,E,A,E,22
3,2,4,2,4,SR,B,E,I,P,3
2,3,2,2,4,EN,B,E,I,C,1
5,5,5,2,5,BI,M,E,I,R,5
1,2,1,1,1,BI,P,E,A,R,6
1,0,5,2,2,MR,M,E,I,C,45
5,5,5,5,5,BE,M,E,I,R,3
1,1,5,2,1,BI,P,E,A,C,24
2,3,2,4,1,EN,P,E,A,R,4
3,4,3,1,2,BE,M,E,I,C,25
2,2,3,1,5,BI,P,E,A,E,15
5,5,4,5,0,EN,P,E,G,P,1
5,5,5,5,5,BA,P,E,G,P,20
2,3,2,1,1,GV,M,E,G,R,1
5,3,5,1,2,QP,P,S,I,E,26
5,5,5,5,3,BE,P,E,A,E,25
5,3,5,1,5,BI,P,E,A,E,30
1,1,2,1,1,BE,P,E,A,E,16
1,3,2,1,5,CE,M,U,I,C,24
5,5,5,5,5,BI,P,E,A,C,25
5,5,1,1,1,BP,P,S,I,C,38
3,1,2,2,4,SG,B,E,G,P,1
4,4,5,5,5,BI,P,E,I,P,24
2,2,5,4,5,PE,M,E,I,C,15
1,2,3,1,2,EN,B,E,I,C,1
2,3,1,2,1,MR,P,E,I,R,1
2,4,2,2,1,BE,M,S,I,C,18
5,5,5,2,3,PE,M,E,I,C,20
4,4,4,4,4,BI,P,E,I,P,15
5,5,5,5,5,BE,B,E,G,P,3
5,5,5,2,5,BI,M,E,I,C,24
2,2,4,1,1,PE,M,E,I,C,9
3,2,1,5,5,CE,P,E,A,E,25
5,5,5,5,0,BE,M,E,A,E,8
5,5,5,3,5,BP,M,E,I,P,25
4,3,3,5,5,GV,P,E,I,C,15
1,3,1,1,5,BI,P,E,A,S,3
2,1,3,1,5,SS,M,E,A,R,3
1,1,1,1,1,TH,B,E,I,R,1
5,5,2,2,0,SR,M,E,G,P,19
2,2,2,2,4,MR,M,E,A,E,15
2,2,5,5,4,BE,P,R,I,C,20
1,3,5,2,5,GV,M,E,G,C,2
5,5,5,5,5,BE,M,E,G,R,16
5,5,5,2,2,QP,M,E,I,P,3
5,5,5,5,3,QP,M,E,I,P,8
5,5,5,5,5,SS,P,E,A,E,15
3,5,5,2,5,BA,P,E,A,E,3
2,2,5,5,4,BI,P,E,A,E,36
2,2,4,1,1,QP,P,E,G,C,25
1,2,2,1,1,BE,M,E,I,P,15
2,2,4,1,1,SR,M,E,I,R,4
5,5,5,5,3,BI,P,E,A,R,25
5,5,5,2,2,GV,M,E,G,P,20
1,1,2,4,2,CE,P,E,A,E,25
4,5,4,4,5,SS,P,S,G,C,30
5,5,5,5,5,SR,M,E,G,C,20
5,4,5,5,5,PE,B,E,G,R,30
2,2,4,1,5,SR,B,E,G,P,10
2,2,1,2,4,GV,P,E,G,R,25
2,2,1,1,5,BI,P,U,I,P,16
5,5,5,1,5,BI,P,E,G,R,35
5,5,5,1,5,SR,P,E,I,P,14
5,5,5,2,5,BI,M,E,G,C,17
4,5,3,4,4,BE,M,E,G,R,10
1,1,1,2,2,BE,M,E,I,P,13
5,5,5,4,5,SS,P,S,I,R,1
5,5,5,5,5,BI,P,S,G,C,40
5,5,2,5,5,BI,M,R,I,P,10
4,4,5,5,3,BA,P,E,A,E,12
5,5,5,5,2,BI,P,E,A,R,15
2,4,5,2,5,BP,M,E,I,R,5
2,2,5,3,5,CM,P,E,A,R,13
1,2,3,1,2,BP,P,E,I,C,22
2,2,4,3,4,PE,M,E,I,R,30
1,2,1,1,1,PE,M,S,I,C,35
5,5,5,4,5,BI,M,E,I,P,3
1,2,2,4,1,BP,P,E,I,C,18
1,2,2,1,2,BI,M,E,I,R,1
5,4,2,2,5,SS,M,E,A,P,5
5,5,5,5,3,PE,P,E,G,R,2
1,3,5,1,5,BP,P,E,I,R,5
5,5,5,4,3,GV,M,E,G,R,15
5,5,5,5,5,BE,M,E,I,C,18
1,3,3,1,1,CM,P,E,I,R,10
3,3,3,1,5,BE,P,E,A,R,17
1,1,1,5,5,TH,P,E,A,R,20
2,3,2,4,3,MR,B,R,I,P,44
5,5,3,5,5,GV,P,E,A,E,23
5,5,5,3,3,BA,M,I,A,S,1
1,1,2,1,4,BE,B,E,I,P,2
1,3,1,1,1,BI,M,E,O,P,1
1,5,5,1,1,BP,P,E,I,P,25
1,1,5,1,2,BP,P,E,I,P,5
4,5,5,3,4,PE,M,E,I,C,18
2,2,4,3,2,PE,P,S,I,C,33
5,5,5,5,5,CM,M,E,I,P,1
2,2,5,1,1,QP,N,E,I,R,3
2,3,2,3,4,SR,P,E,A,E,12
1,1,3,1,1,SR,P,E,G,P,27
2,1,5,5,2,BI,P,E,A,R,30
5,5,5,1,2,PE,P,E,I,P,18
5,5,5,5,5,MR,M,S,I,C,10
2,3,2,2,2,BE,P,E,I,C,13
2,4,5,2,1,PE,P,E,I,C,10
3,3,3,3,3,CM,P,E,A,R,4
5,4,2,5,5,SS,P,E,A,R,18
2,3,2,4,2,SS,P,E,A,E,1
3,3,5,1,5,PE,P,E,A,R,25
5,5,5,5,5,BI,M,E,I,P,5
1,4,2,2,5,SG,P,E,I,R,25
2,2,4,1,5,BE,P,E,A,E,25
5,5,5,5,1,CM,M,E,A,R,10
5,5,5,5,5,BI,P,E,A,R,20
5,5,5,5,5,GV,P,E,G,P,2
3,3,5,1,3,BI,P,E,A,C,5
5,5,5,2,1,BP,P,E,I,P,10
2,1,1,2,1,BP,M,E,I,R,15
2,2,4,2,4,CE,P,E,I,R,12
5,5,5,4,3,SS,M,I,A,S,1
2,2,3,1,5,BE,P,E,I,P,1
4,4,3,1,5,BP,M,E,I,C,15
5,5,5,1,5,BP,P,E,I,P,25
1,2,3,1,3,BP,M,I,I,S,3
2,2,1,2,4,BP,B,E,I,R,3
3,4,2,4,1,SR,P,E,I,P,12
5,4,5,4,5,CM,P,E,A,R,6
2,3,3,4,4,BP,P,E,G,P,22
2,4,5,4,1,PE,P,E,A,E,29
1,2,5,1,4,BA,P,E,G,R,25
5,5,5,1,5,BE,P,E,A,E,15
1,3,1,1,5,SR,M,E,G,R,2
1,1,4,1,2,BI,P,E,G,P,17
5,5,5,2,5,SR,P,E,I,C,1
5,5,5,5,5,CM,M,E,I,C,2
5,5,5,3,3,CM,P,E,A,R,3
4,5,5,4,1,EN,P,E,A,E,17
5,5,5,5,1,SS,M,R,G,C,30
1,1,2,1,2,BE,P,E,A,R,18
5,5,5,5,0,BP,P,E,I,R,10
1,2,5,2,2,BE,M,E,I,P,10
5,4,5,4,1,BI,P,E,A,C,15
4,3,2,1,2,BE,M,S,I,C,1
2,2,5,1,4,BI,M,E,A,R,6
5,4,5,5,5,BE,M,S,I,R,4
4,4,5,5,1,BA,P,E,A,R,8
5,5,4,4,5,BI,P,E,G,P,10
2,2,5,2,4,BE,P,E,A,E,25
5,5,5,5,5,BI,P,E,A,P,10
4,4,4,2,2,BE,P,E,A,E,25
2,2,4,2,5,PE,M,E,I,P,27
3,3,2,1,2,QP,P,E,A,R,16
5,5,5,4,4,GV,P,E,G,R,1
5,5,1,2,5,BI,P,E,A,R,36
5,5,2,1,1,MR,P,E,I,P,4
2,2,1,2,1,QP,B,E,I,R,1
5,5,5,5,5,SS,P,E,A,R,32
4,4,5,4,2,EN,M,E,I,C,11
1,1,5,1,2,CE,P,E,A,E,3
5,5,5,2,2,EN,M,E,I,C,10
2,2,5,4,5,GV,M,E,G,R,2
5,5,5,5,5,BI,P,E,I,R,12
1,1,5,1,1,PE,B,E,I,P,20
2,3,2,2,2,BA,P,I,A,E,6
3,2,3,2,5,MR,B,E,I,R,5
5,5,5,5,1,PE,P,E,A,E,11
5,5,5,5,2,SS,P,E,A,E,20
2,3,2,2,5,MR,P,E,I,P,4
2,1,5,1,5,BP,P,E,I,P,13
2,3,3,2,4,BI,P,E,I,C,15
4,5,5,2,2,BI,M,E,I,P,14
5,5,5,2,2,BP,M,E,I,R,8
5,5,5,3,2,CM,P,E,A,E,11
5,5,5,3,2,CM,P,U,I,P,15
2,2,4,2,1,QP,N,E,I,P,10
5,5,5,5,5,PE,P,S,A,R,20
1,2,2,2,2,MR,M,E,I,R,3
5,5,5,5,5,CE,P,E,A,E,20
5,5,5,1,5,TH,P,E,A,E,20
2,2,3,1,2,BI,M,E,I,C,2
5,5,5,5,5,CM,M,E,A,C,3
5,5,5,1,1,BE,P,E,A,E,42
1,2,1,1,1,CM,B,E,I,C,5
1,2,1,2,3,BA,P,E,A,R,10
5,5,5,5,3,QP,P,E,A,E,15
4,5,5,4,5,BE,M,E,I,C,1
5,3,5,5,5,GV,B,E,G,P,2
1,2,5,1,2,QP,P,E,A,E,34
1,2,2,1,2,PE,M,E,I,C,3
1,2,3,1,3,QP,M,E,I,C,2
1,1,4,1,4,PE,M,E,I,C,6
5,3,5,2,3,BI,M,I,I,P,2
3,3,3,5,5,BE,P,E,I,P,3
5,5,5,5,5,BI,M,E,A,R,23
2,2,3,2,4,QP,P,E,I,C,20
5,5,5,5,5,BP,M,S,I,C,2
5,4,5,5,3,BI,P,E,A,P,6
2,2,1,2,5,CE,M,S,I,P,33
5,5,5,2,5,QP,P,E,A,E,25
5,5,5,2,5,CM,M,E,A,E,14
1,1,2,1,2,BE,P,S,I,R,7
5,5,5,2,2,PE,P,E,I,C,10
5,4,5,4,5,PE,B,R,I,P,35
5,5,5,5,2,CE,M,I,A,R,1
2,2,3,5,1,QP,P,E,I,P,12
2,3,3,4,3,PE,P,R,G,R,41
5,5,5,5,5,BA,M,E,I,C,15
1,1,2,4,2,CE,P,E,A,E,28
1,2,4,2,3,SR,P,E,A,E,30
1,2,3,1,4,QP,M,E,I,P,10
5,5,5,5,5,SS,P,E,G,R,15
1,1,3,2,5,PE,P,E,A,R,9
1,1,5,1,5,CE,M,S,G,E,18
1,1,5,1,4,GV,M,E,G,P,2
5,5,5,5,5,CE,M,E,I,C,7
1,2,1,2,4,PE,P,E,I,C,18
2,2,5,1,2,MR,M,E,I,P,3
5,5,5,5,5,CE,P,E,A,E,38
5,5,5,5,5,PE,P,E,I,R,18
5,5,5,2,5,BI,P,E,G,R,2
5,5,5,5,5,BI,P,E,G,R,20
5,5,5,5,5,BP,P,E,G,C,14
2,1,5,2,5,BI,P,E,A,E,15
5,5,5,5,5,BI,P,E,G,P,15
5,5,5,2,2,BP,M,E,G,R,1
5,5,5,4,1,BI,P,E,G,R,25
5,5,1,1,5,BI,P,E,G,R,10
